filename,x,y,distance
4277.jpg,269,264,199
9609.jpg,258,142,143
1278.jpg,296,180,180
6220.jpg,264,86,262
4907.jpg,312,178,322
5064.jpg,288,198,187
1978.jpg,236,105,303
1061.jpg,329,430,467
5014.jpg,214,430,101
4535.jpg,288,338,291
6993.jpg,252,212,420
9253.jpg,288,195,86
1502.jpg,240,303,369
8568.jpg,257,165,486
9314.jpg,308,82,416
8836.jpg,317,334,96
8920.jpg,294,283,488
4918.jpg,247,179,165
678.jpg,228,407,442
5076.jpg,246,212,165
8064.jpg,250,207,463
7568.jpg,272,120,183
102.jpg,304,401,345
957.jpg,263,130,475
8556.jpg,211,163,303
3785.jpg,236,234,438
9630.jpg,311,134,121
7173.jpg,244,213,68
4043.jpg,292,427,450
2648.jpg,313,281,441
6000.jpg,263,236,442
7927.jpg,221,434,109
2826.jpg,243,456,396
4094.jpg,236,299,178
7774.jpg,282,418,325
9258.jpg,316,208,397
8113.jpg,329,142,137
4772.jpg,244,384,219
1947.jpg,226,286,335
6109.jpg,265,295,394
2299.jpg,313,356,405
7844.jpg,270,125,295
4382.jpg,256,338,233
5425.jpg,295,138,252
6771.jpg,288,362,356
8578.jpg,297,336,360
4291.jpg,253,411,273
528.jpg,275,365,136
1233.jpg,234,351,293
779.jpg,281,445,386
5859.jpg,205,485,266
3059.jpg,270,202,394
8587.jpg,263,167,334
1860.jpg,294,112,87
8438.jpg,207,427,331
7403.jpg,254,197,398
4639.jpg,318,315,220
4250.jpg,208,284,76
1992.jpg,274,93,266
7379.jpg,242,330,442
7305.jpg,257,344,131
5303.jpg,264,428,228
8192.jpg,260,85,157
7447.jpg,282,255,442
2471.jpg,329,106,256
7197.jpg,249,116,366
5312.jpg,210,298,434
9035.jpg,274,463,468
1396.jpg,233,235,176
4002.jpg,248,204,396
5371.jpg,310,79,112
3235.jpg,319,218,365
1042.jpg,300,394,120
3298.jpg,326,186,260
7256.jpg,283,377,317
257.jpg,322,407,73
7286.jpg,225,355,315
8616.jpg,268,285,301
7816.jpg,245,351,436
5843.jpg,290,358,334
2089.jpg,261,338,93
7702.jpg,245,227,151
503.jpg,225,335,94
5265.jpg,256,469,295
8814.jpg,297,356,317
1345.jpg,223,450,149
8455.jpg,304,447,198
5046.jpg,297,485,459
2248.jpg,301,386,396
4981.jpg,281,251,138
372.jpg,306,321,234
8454.jpg,286,352,192
3370.jpg,313,187,327
2006.jpg,275,487,271
3656.jpg,272,486,85
8327.jpg,308,367,297
7521.jpg,286,225,177
4001.jpg,251,466,403
6072.jpg,297,163,457
8736.jpg,279,474,439
997.jpg,216,256,206
8179.jpg,263,234,128
3290.jpg,289,402,315
1176.jpg,270,325,177
551.jpg,287,456,404
744.jpg,283,156,425
7223.jpg,293,79,249
4554.jpg,295,467,396
2859.jpg,279,358,203
8820.jpg,323,218,110
3459.jpg,229,349,140
2724.jpg,253,316,135
6847.jpg,330,364,296
7615.jpg,265,406,330
7547.jpg,328,477,256
9174.jpg,283,266,386
6393.jpg,267,434,278
5358.jpg,253,96,218
9488.jpg,209,379,241
2968.jpg,206,457,169
693.jpg,286,78,256
2533.jpg,237,114,297
6399.jpg,253,295,155
982.jpg,306,275,444
5364.jpg,271,236,252
79.jpg,256,348,190
4053.jpg,263,179,398
6258.jpg,252,402,109
9576.jpg,271,172,78
9025.jpg,220,277,112
3107.jpg,276,281,240
3601.jpg,219,348,407
6073.jpg,262,81,327
8126.jpg,285,432,166
2142.jpg,241,207,486
6310.jpg,211,180,431
2268.jpg,302,205,225
445.jpg,279,354,233
4883.jpg,280,61,115
4466.jpg,273,368,332
9026.jpg,277,72,388
6632.jpg,310,108,467
3316.jpg,303,400,318
1701.jpg,324,153,318
2526.jpg,221,186,323
68.jpg,262,300,241
1168.jpg,323,136,424
48.jpg,261,409,401
1053.jpg,326,414,182
4029.jpg,296,118,361
880.jpg,264,332,265
2651.jpg,252,358,133
7759.jpg,326,368,78
2439.jpg,308,239,332
4924.jpg,310,200,409
1467.jpg,315,57,77
7292.jpg,286,364,320
5035.jpg,275,170,102
2441.jpg,304,80,198
6554.jpg,290,368,212
230.jpg,263,374,191
1320.jpg,280,372,443
41.jpg,256,379,112
777.jpg,315,482,168
8950.jpg,208,366,196
8404.jpg,291,494,90
1729.jpg,311,230,272
3910.jpg,231,262,270
579.jpg,215,312,313
9941.jpg,278,317,261
5839.jpg,223,388,479
8271.jpg,324,464,302
7275.jpg,236,163,200
1491.jpg,216,347,87
9109.jpg,311,86,313
5610.jpg,202,124,322
61.jpg,288,73,195
5471.jpg,283,249,211
3905.jpg,312,298,241
6531.jpg,235,265,143
402.jpg,295,300,132
332.jpg,229,470,329
2084.jpg,311,400,274
9557.jpg,296,266,490
164.jpg,208,195,394
4379.jpg,207,159,416
2715.jpg,324,337,140
8923.jpg,282,159,240
7346.jpg,271,476,366
5453.jpg,252,203,355
7046.jpg,317,55,434
1334.jpg,255,228,367
8698.jpg,258,191,461
1659.jpg,220,198,247
3578.jpg,258,472,311
753.jpg,259,191,131
6584.jpg,326,352,224
706.jpg,207,475,269
3014.jpg,298,101,357
8558.jpg,204,424,395
9875.jpg,324,179,191
9582.jpg,253,283,309
8928.jpg,297,137,399
9556.jpg,270,447,254
8983.jpg,222,269,216
1834.jpg,265,490,227
2996.jpg,238,483,421
5427.jpg,203,320,187
3879.jpg,221,306,432
7156.jpg,321,456,207
5081.jpg,206,260,307
9114.jpg,264,231,372
7244.jpg,317,293,110
5400.jpg,308,299,381
5395.jpg,218,346,268
9427.jpg,244,237,388
2246.jpg,257,61,121
835.jpg,260,206,435
8394.jpg,299,226,273
9042.jpg,263,146,169
432.jpg,317,234,195
3378.jpg,275,284,317
6817.jpg,255,449,159
8131.jpg,226,99,457
9621.jpg,217,163,171
6066.jpg,260,293,327
1193.jpg,239,299,301
6934.jpg,269,193,222
5461.jpg,318,507,200
3071.jpg,228,142,403
3044.jpg,273,58,373
3263.jpg,272,455,307
2729.jpg,324,134,443
3433.jpg,269,456,463
433.jpg,277,228,304
3272.jpg,332,490,268
7001.jpg,231,185,163
9726.jpg,216,478,376
104.jpg,254,455,445
3315.jpg,304,357,125
1656.jpg,283,359,366
1533.jpg,257,145,242
4680.jpg,269,273,370
8813.jpg,224,319,417
9002.jpg,313,259,294
6622.jpg,283,135,401
1443.jpg,285,128,387
214.jpg,308,468,452
5356.jpg,253,174,227
9218.jpg,311,193,213
6322.jpg,296,388,480
4989.jpg,294,147,425
1419.jpg,286,334,256
9516.jpg,206,354,343
8606.jpg,233,299,337
181.jpg,211,87,203
4352.jpg,257,324,293
8700.jpg,230,256,176
2446.jpg,268,282,210
5321.jpg,330,127,105
8045.jpg,245,273,298
5684.jpg,270,157,104
3532.jpg,270,487,256
8244.jpg,241,244,370
7976.jpg,244,187,257
3698.jpg,236,86,165
70.jpg,293,197,353
544.jpg,274,229,331
1204.jpg,216,354,241
3078.jpg,247,113,191
9106.jpg,270,161,400
9120.jpg,290,362,209
9680.jpg,244,141,256
6180.jpg,213,124,399
8329.jpg,206,484,273
4284.jpg,324,123,463
4007.jpg,267,256,95
8713.jpg,241,494,455
877.jpg,325,460,370
8060.jpg,284,272,137
196.jpg,296,456,178
9746.jpg,206,503,114
4010.jpg,264,449,422
9962.jpg,307,399,425
2571.jpg,296,487,310
3753.jpg,302,399,380
9247.jpg,294,160,473
8628.jpg,242,353,145
9368.jpg,225,397,348
6159.jpg,325,232,112
4791.jpg,304,437,288
5337.jpg,275,137,429
3024.jpg,319,172,327
2718.jpg,235,157,276
8655.jpg,308,249,214
6916.jpg,243,121,399
3984.jpg,233,468,343
7308.jpg,283,62,292
5953.jpg,267,303,253
3844.jpg,207,461,426
2682.jpg,241,271,451
4024.jpg,306,348,380
8715.jpg,299,439,244
3139.jpg,232,122,357
4237.jpg,272,243,434
218.jpg,283,142,282
6618.jpg,315,241,368
9606.jpg,297,232,193
5268.jpg,269,219,73
2543.jpg,209,242,75
2870.jpg,277,105,253
1244.jpg,321,257,337
420.jpg,230,302,363
6227.jpg,222,182,346
2058.jpg,293,125,86
8493.jpg,290,257,324
6434.jpg,248,464,344
3422.jpg,234,59,144
4510.jpg,318,176,441
1166.jpg,310,409,130
254.jpg,240,141,176
415.jpg,204,453,177
9175.jpg,222,76,119
3469.jpg,254,478,99
3050.jpg,201,426,280
759.jpg,276,262,243
1385.jpg,237,239,486
654.jpg,326,374,409
1201.jpg,318,445,248
2413.jpg,211,307,155
5579.jpg,318,251,160
5993.jpg,264,72,166
5294.jpg,293,73,230
3055.jpg,204,154,378
2830.jpg,315,186,139
2970.jpg,208,189,469
328.jpg,312,387,419
4270.jpg,253,170,133
5994.jpg,242,358,95
4392.jpg,269,377,277
2063.jpg,246,170,162
8301.jpg,221,181,205
9013.jpg,313,76,208
9329.jpg,262,483,119
5169.jpg,325,95,360
4429.jpg,261,181,356
1281.jpg,315,444,271
3381.jpg,211,301,301
2636.jpg,228,298,479
3328.jpg,223,458,180
6436.jpg,291,304,463
5018.jpg,298,223,112
7324.jpg,276,208,320
3795.jpg,234,413,253
2663.jpg,290,329,115
8282.jpg,298,271,166
1282.jpg,236,168,491
4148.jpg,246,140,311
1362.jpg,327,350,271
1437.jpg,319,396,327
9628.jpg,216,281,354
3441.jpg,254,73,321
56.jpg,277,289,173
4597.jpg,235,69,298
8479.jpg,290,469,312
5365.jpg,288,261,486
1844.jpg,208,373,310
5515.jpg,268,129,285
8573.jpg,288,488,381
6263.jpg,330,455,100
2880.jpg,291,291,354
1743.jpg,326,431,210
8398.jpg,267,140,339
4169.jpg,255,81,300
5197.jpg,258,131,347
8993.jpg,320,206,240
740.jpg,277,179,70
9066.jpg,247,189,441
1624.jpg,269,368,225
524.jpg,204,203,394
7999.jpg,210,226,217
4419.jpg,320,420,466
5426.jpg,269,226,456
6689.jpg,276,328,116
7382.jpg,265,106,336
435.jpg,295,338,202
2960.jpg,300,403,64
308.jpg,296,183,389
1565.jpg,202,312,107
2631.jpg,274,321,446
5597.jpg,216,405,410
9477.jpg,230,490,210
401.jpg,259,483,288
3826.jpg,213,343,483
881.jpg,320,307,403
3997.jpg,258,159,432
7118.jpg,329,98,341
3265.jpg,278,61,250
8406.jpg,249,198,139
5009.jpg,302,84,109
5736.jpg,275,483,295
5554.jpg,274,155,368
288.jpg,291,234,465
5564.jpg,309,74,405
8324.jpg,283,202,268
2623.jpg,215,314,144
8859.jpg,231,63,373
476.jpg,235,309,307
8591.jpg,221,421,177
9713.jpg,224,211,146
6522.jpg,223,219,304
3111.jpg,256,267,354
9470.jpg,271,199,312
737.jpg,283,296,414
3133.jpg,279,59,265
8047.jpg,212,479,230
6551.jpg,306,81,123
5407.jpg,300,165,152
5563.jpg,275,448,376
5328.jpg,275,71,466
6718.jpg,292,134,411
5118.jpg,257,459,272
4619.jpg,237,111,302
3689.jpg,323,185,383
7716.jpg,254,452,277
1839.jpg,303,206,234
1995.jpg,255,234,178
2399.jpg,250,298,385
6510.jpg,238,195,280
9356.jpg,292,435,420
4119.jpg,258,283,101
5894.jpg,277,173,72
800.jpg,316,112,292
8423.jpg,294,68,132
7680.jpg,231,356,362
1405.jpg,219,272,329
5431.jpg,276,231,159
69.jpg,262,193,367
9543.jpg,317,353,157
2759.jpg,228,156,182
8294.jpg,324,104,269
1586.jpg,330,120,188
6666.jpg,216,378,411
8014.jpg,201,444,233
1074.jpg,269,309,473
3063.jpg,256,479,290
6487.jpg,239,109,459
4705.jpg,289,112,290
9069.jpg,258,251,198
2603.jpg,290,400,315
7738.jpg,253,220,385
1579.jpg,223,385,85
5058.jpg,240,136,470
5753.jpg,207,322,286
3548.jpg,276,343,439
409.jpg,294,384,212
4097.jpg,244,305,104
6461.jpg,204,169,204
5601.jpg,284,168,227
5231.jpg,324,76,223
3777.jpg,323,155,489
2726.jpg,215,140,330
477.jpg,327,340,197
1329.jpg,221,217,110
4035.jpg,233,298,491
9642.jpg,219,101,489
1777.jpg,294,71,213
6096.jpg,310,389,466
751.jpg,267,459,452
5792.jpg,231,182,397
4060.jpg,254,232,290
9041.jpg,239,363,97
6030.jpg,240,230,277
5898.jpg,219,496,118
9338.jpg,325,313,218
9160.jpg,249,343,439
9996.jpg,280,103,307
5151.jpg,301,109,329
468.jpg,329,438,197
1545.jpg,326,479,119
6311.jpg,269,94,315
2683.jpg,271,243,100
8966.jpg,218,169,422
6181.jpg,204,136,436
1025.jpg,222,270,245
5112.jpg,285,241,181
8562.jpg,278,99,349
5368.jpg,297,191,477
2354.jpg,202,104,332
7278.jpg,228,101,488
3602.jpg,237,347,420
773.jpg,245,170,488
6773.jpg,201,74,435
8809.jpg,202,361,283
3382.jpg,244,147,282
641.jpg,261,314,109
4233.jpg,301,181,196
3815.jpg,317,399,306
4104.jpg,262,125,209
9925.jpg,288,61,487
1108.jpg,205,407,175
3527.jpg,299,431,76
3495.jpg,316,196,277
1420.jpg,202,114,396
6923.jpg,328,274,388
3881.jpg,272,463,377
8353.jpg,294,224,412
6245.jpg,303,186,255
4938.jpg,201,144,351
6798.jpg,210,85,254
7812.jpg,327,164,125
1680.jpg,253,226,210
6715.jpg,229,487,319
633.jpg,207,94,379
2569.jpg,279,272,376
7359.jpg,282,317,211
2166.jpg,252,248,211
8169.jpg,275,292,147
8845.jpg,314,148,348
2825.jpg,303,281,176
4087.jpg,222,317,246
6243.jpg,313,241,360
8364.jpg,274,282,288
3941.jpg,203,392,355
9179.jpg,307,309,420
8075.jpg,203,378,336
9195.jpg,255,203,310
4128.jpg,232,319,333
1172.jpg,286,132,432
8668.jpg,285,430,154
4222.jpg,301,120,183
4834.jpg,254,295,258
